# File containing the Normalization factors for several rates
# -------------------------------------------------------------
#

RateName   :  Rate_EvtsBeforeCuts
Computation of Normalization factors   :  Successful
RefRateVal :  538.334+/-12.0701
Start Table:  Mean_PtMcIlwainL_LowEdge	Mean_PtMcIlwainL_UpperEdge	NormFactor	NormFactor_err
0.9		0.905		0		0
0.905		0.91		0		0
0.91		0.915		0		0
0.915		0.92		0		0
0.92		0.925		0		0
0.925		0.93		0		0
0.93		0.935		0		0
0.935		0.94		0		0
0.94		0.945		0		0
0.945		0.95		0		0
0.95		0.955		0		0
0.955		0.96		0		0
0.96		0.965		0		0
0.965		0.97		0		0
0.97		0.975		0		0
0.975		0.98		0		0
0.98		0.985		0.621815		0.0182598
0.985		0.99		0.621877		0.018553
0.99		0.995		0.622333		0.0194393
0.995		1		0.623739		0.0204888
1		1.005		0.626327		0.0214122
1.005		1.01		0.629208		0.0223975
1.01		1.015		0.632252		0.0231025
1.015		1.02		0.634752		0.0237829
1.02		1.025		0.638183		0.0244265
1.025		1.03		0.641218		0.0248688
1.03		1.035		0.644378		0.0258114
1.035		1.04		0.648603		0.0259413
1.04		1.045		0.653252		0.0264635
1.045		1.05		0.658878		0.0270902
1.05		1.055		0.665548		0.0282283
1.055		1.06		0.670558		0.0294905
1.06		1.065		0.674565		0.0303227
1.065		1.07		0.678512		0.031082
1.07		1.075		0.682035		0.0310963
1.075		1.08		0.685253		0.0313691
1.08		1.085		0.689185		0.0318975
1.085		1.09		0.692688		0.0320638
1.09		1.095		0.695654		0.0326951
1.095		1.1		0.699554		0.0336072
1.1		1.105		0.703562		0.0368983
1.105		1.11		0.7031		0.0349674
1.11		1.115		0.701958		0.0300125
1.115		1.12		0.702806		0.0283031
1.12		1.125		0.706653		0.0278688
1.125		1.13		0.711131		0.0269738
1.13		1.135		0.714971		0.0263823
1.135		1.14		0.718885		0.0264684
1.14		1.145		0.72277		0.0262161
1.145		1.15		0.726367		0.0260668
1.15		1.155		0.730205		0.0257386
1.155		1.16		0.733506		0.0255821
1.16		1.165		0.738086		0.0260518
1.165		1.17		0.741259		0.0262428
1.17		1.175		0.745402		0.0260505
1.175		1.18		0.747711		0.0268569
1.18		1.185		0.750902		0.0277816
