# File containing the Normalization factors for several rates
# -------------------------------------------------------------
#

RateName   :  Rate_EvtsBeforeCuts
Computation of Normalization factors   :  Successful
RefRateVal :  461.54+/-3.15787
Start Table:  Mean_PtMcIlwainL_LowEdge	Mean_PtMcIlwainL_UpperEdge	NormFactor	NormFactor_err
0.9		0.905		0		0
0.905		0.91		0		0
0.91		0.915		0		0
0.915		0.92		0		0
0.92		0.925		0		0
0.925		0.93		0		0
0.93		0.935		0		0
0.935		0.94		0		0
0.94		0.945		0		0
0.945		0.95		0		0
0.95		0.955		0		0
0.955		0.96		0		0
0.96		0.965		0		0
0.965		0.97		0		0
0.97		0.975		0		0
0.975		0.98		0		0
0.98		0.985		0		0
0.985		0.99		0.905925		0.0137167
0.99		0.995		0.905719		0.0145422
0.995		1		0.903666		0.0146392
1		1.005		0.907167		0.0160815
1.005		1.01		0.911231		0.0138398
1.01		1.015		0.90789		0.012208
1.015		1.02		0.907461		0.0160726
1.02		1.025		0.915152		0.0133441
1.025		1.03		0.915502		0.0124449
1.03		1.035		0.910757		0.0142329
1.035		1.04		0.913201		0.0135781
1.04		1.045		0.915366		0.0148018
1.045		1.05		0.919549		0.0149759
1.05		1.055		0.917982		0.0159534
1.055		1.06		0.918944		0.0137825
1.06		1.065		0.921606		0.014024
1.065		1.07		0.924204		0.0153258
1.07		1.075		0.925945		0.013842
1.075		1.08		0.9272		0.0139326
1.08		1.085		0.931238		0.0154988
1.085		1.09		0.931186		0.0136963
1.09		1.095		0.934556		0.0131776
1.095		1.1		0.933105		0.0150416
1.1		1.105		0.938379		0.0154353
1.105		1.11		0.935366		0.0146914
1.11		1.115		0.93893		0.0141508
1.115		1.12		0.933282		0.0142478
1.12		1.125		0.93719		0.0145987
1.125		1.13		0.941623		0.0149562
1.13		1.135		0.943023		0.0141669
1.135		1.14		0.945099		0.0147642
1.14		1.145		0.939939		0.0194758
1.145		1.15		0.941591		0.0255767
1.15		1.155		0.943249		0.0252972
1.155		1.16		0.950204		0.0145435
1.16		1.165		0.953076		0.0152996
1.165		1.17		0.951224		0.0224138
1.17		1.175		0.952369		0.0201254
1.175		1.18		0.955047		0.0146765
1.18		1.185		0.958797		0.0147539
1.185		1.19		0.958227		0.0268947
