# File containing the Normalization factors for several rates
# -------------------------------------------------------------
#

RateName   :  Rate_EvtsBeforeCuts
Computation of Normalization factors   :  Successful
RefRateVal :  485.946+/-10.3709
Start Table:  Mean_PtMcIlwainL_LowEdge	Mean_PtMcIlwainL_UpperEdge	NormFactor	NormFactor_err
0.9		0.905		0		0
0.905		0.91		0		0
0.91		0.915		0		0
0.915		0.92		0		0
0.92		0.925		0		0
0.925		0.93		0		0
0.93		0.935		0		0
0.935		0.94		0		0
0.94		0.945		0		0
0.945		0.95		0		0
0.95		0.955		0		0
0.955		0.96		0		0
0.96		0.965		0		0
0.965		0.97		0		0
0.97		0.975		0		0
0.975		0.98		0		0
0.98		0.985		0.650031		0.015892
0.985		0.99		0.639859		0.0177003
0.99		0.995		0.643334		0.02021
0.995		1		0.642371		0.0211103
1		1.005		0.64786		0.0210826
1.005		1.01		0.649331		0.0212574
1.01		1.015		0.653699		0.0260659
1.015		1.02		0.655806		0.0246945
1.02		1.025		0.65652		0.0253855
1.025		1.03		0.659218		0.0240935
1.03		1.035		0.663567		0.0242963
1.035		1.04		0.668441		0.0242193
1.04		1.045		0.670192		0.0237408
1.045		1.05		0.680031		0.0263952
1.05		1.055		0.687084		0.0277251
1.055		1.06		0.690493		0.0277262
1.06		1.065		0.69688		0.034088
1.065		1.07		0.699984		0.0303633
1.07		1.075		0.696726		0.0301014
1.075		1.08		0.701977		0.0299304
1.08		1.085		0.705655		0.0289681
1.085		1.09		0.708823		0.0286314
1.09		1.095		0.717912		0.0338907
1.095		1.1		0.717391		0.030694
1.1		1.105		0.722184		0.0318005
1.105		1.11		0.717895		0.0260227
1.11		1.115		0.716744		0.0260246
1.115		1.12		0.71862		0.0249192
1.12		1.125		0.723462		0.0258181
1.125		1.13		0.729909		0.0267506
1.13		1.135		0.731399		0.0247736
1.135		1.14		0.735943		0.0270388
1.14		1.145		0.740239		0.0276285
1.145		1.15		0.740552		0.029705
1.15		1.155		0.743762		0.031828
1.155		1.16		0.747475		0.0264312
1.16		1.165		0.754725		0.0253006
1.165		1.17		0.75563		0.0245321
1.17		1.175		0.75986		0.0270021
1.175		1.18		0.761968		0.0274964
1.18		1.185		0.764257		0.0283651
