# File containing the Normalization factors for several rates
# -------------------------------------------------------------
#

RateName   :  Rate_EvtsBeforeCuts
Computation of Normalization factors   :  Successful
RefRateVal :  5.7650e+02+/-1.3127e+01
EarthLimbCorr : 4
p0 :  9.2789e-01+/-1.1670e-03
p1 :  -1.0757e-03+/-1.0759e-04
p2 :  4.6058e-05+/-2.7447e-06
p3 :  9.4350e-08+/-1.9693e-08
Start Table:  Mean_PtMcIlwainL_LowEdge	Mean_PtMcIlwainL_UpperEdge	NormFactor	NormFactor_err
0.9		0.905		0		0
0.905		0.91		0		0
0.91		0.915		0		0
0.915		0.92		0		0
0.92		0.925		0		0
0.925		0.93		0		0
0.93		0.935		0		0
0.935		0.94		0		0
0.94		0.945		0		0
0.945		0.95		0		0
0.95		0.955		0		0
0.955		0.96		0		0
0.96		0.965		0		0
0.965		0.97		0		0
0.97		0.975		0		0
0.975		0.98		0		0
0.98		0.985		0.610827		0.032551
0.985		0.99		0.609705		0.032521
0.99		0.995		0.611094		0.032558
0.995		1		0.612876		0.032605
1		1.005		0.61519		0.032667
1.005		1.01		0.618436		0.032753
1.01		1.015		0.621701		0.032839
1.015		1.02		0.624389		0.03291
1.02		1.025		0.628395		0.033015
1.025		1.03		0.631499		0.033097
1.03		1.035		0.635046		0.03319
1.035		1.04		0.639406		0.033303
1.04		1.045		0.64269		0.033389
1.045		1.05		0.649421		0.033563
1.05		1.055		0.656652		0.033749
1.055		1.06		0.661172		0.033865
1.06		1.065		0.665661		0.03398
1.065		1.07		0.670134		0.034094
1.07		1.075		0.673844		0.034188
1.075		1.08		0.677608		0.034284
1.08		1.085		0.681315		0.034377
1.085		1.09		0.68539		0.03448
1.09		1.095		0.689348		0.03458
1.095		1.1		0.692536		0.034659
1.1		1.105		0.697315		0.034779
1.105		1.11		0.697543		0.034784
1.11		1.115		0.697238		0.034777
1.115		1.12		0.698801		0.034816
1.12		1.125		0.701543		0.034884
1.125		1.13		0.707087		0.035022
1.13		1.135		0.710893		0.035116
1.135		1.14		0.714979		0.035217
1.14		1.145		0.718211		0.035296
1.145		1.15		0.723314		0.035421
1.15		1.155		0.726807		0.035507
1.155		1.16		0.730464		0.035596
1.16		1.165		0.734788		0.035701
